id_syn,id_dico,genex:hasDico ^^resource,num,lib
3073,68,39,53,ante
3074,68,39,54,aun
3075,68,39,55,por qué
3076,68,39,56,tal
3077,68,39,57,hay
3078,68,39,58,qué
3079,68,39,59,tan
3080,68,39,60,porque
3081,68,39,61,pues
3082,68,39,62,cada
3083,68,39,63,cada uno
3084,68,39,64,ni
3085,68,39,65,despues
3086,68,39,66,solo
3087,68,39,67,abajo
3088,68,39,68,cualquier
3089,68,39,69,salvo
3090,68,39,70,de alderedor
3091,68,39,71,entonces
3092,68,39,72,sumamiente
3519,68,39,76,pero
3503,73,42,-1,un peu
3504,73,42,-1,un tant soit peu
3505,73,42,-1,à l'instant
3506,73,42,-1,aussitot
3507,73,42,-1,hâtivement
3508,73,42,-1,précipitamment
3509,73,42,-1,promptement
3510,73,42,-1,rapidement
3511,73,42,-1,sans tarder
3512,73,42,-1,soudainement
3513,73,42,-1,subitement
3514,73,42,-1,décidément
3515,73,42,-1,effectivement
3516,73,42,-1,réellement
3517,73,42,-1,tout à fait
3518,73,42,-1,vraiment
4018,34,30,-1,marre
4024,34,30,-1,pourtant
4888,34,30,22,uniquement
4103,34,30,-1,malgré tout
4104,34,30,-1,tout de même
4137,34,30,-1,maintes fois
4193,34,30,-1,solo
4205,34,30,-1,également
4338,34,30,-1,bonjour
4829,102,49,1,jfk
4830,102,49,2,cdnl
4831,34,30,0,récemment
4832,34,30,1,1988
4833,41,34,219,or
4834,42,35,0,sometimes
4835,42,35,1,occasionally
4836,42,35,2,. 
4837,42,35,3,; 
4838,42,35,4, - 
4839,42,35,5,: 
4840,42,35,6,…
4841,34,30,2,follement
4842,34,30,3,éperdument
4843,34,30,4,épisodiquement
4844,34,30,5,périodiquement
4845,4,27,216,alentour
4847,34,30,7,depuis toujours
4848,34,30,8,uniquement
4849,34,30,9,exclusivement
4850,34,30,10,purement
4851,34,30,11,simplement
4852,34,30,12,test
4853,34,30,13,six
4854,34,30,14,très souvent
4855,34,30,15,trop souvent
4856,34,30,16,sept
4857,34,30,17,.
4858,137,60,1,789
4859,137,60,2,790
4860,137,60,3,791
4861,137,60,4,792
4862,137,60,5,793
4863,137,60,6,794
4864,137,60,7,795
4865,137,60,8,796
4866,137,60,9,797
4867,137,60,10,798
4868,137,60,11,799
4869,137,60,12,800
4870,137,60,13,801
4871,137,60,14,802
4872,137,60,15,803
4873,137,60,16,804
4874,137,60,17,805
4875,137,60,18,806
4876,137,60,19,807
4877,137,60,20,808
4878,137,60,21,809
4879,137,60,22,810
4880,137,60,23,820
4881,137,60,24,830
4882,137,60,25,840
4883,137,60,26,850
4884,34,30,18,quatorze
4885,34,30,19,quatre
4886,34,30,20,quinze
4887,34,30,21,quinze
4889,34,30,23,simplement
4890,34,30,24,purement
4891,140,61,1,[70#] [90#]
4892,140,61,2,[38#] [62|m_pays 1] [90#]
4893,140,61,3,[132#] [62|m_terre] [90#]
4894,34,30,25,ainsi
4895,34,30,26,définitivement
4896,34,30,27,durablement
4897,34,30,28,inéluctablement
4898,34,30,29,irrévocablement
4899,34,30,30,irréversiblement
4900,34,30,31,surtout
4901,34,30,32,essentiellement
4902,34,30,33,avant tout
4903,34,30,34,principalement
4904,34,30,35,généralement
4905,34,30,36,auto
4908,34,30,37,.
4909,34,30,38,machinalement
4910,34,30,39,instinctivement
4911,34,30,40,involontairement
4912,34,30,41,mécaniquement
4914,34,30,42,1
4915,34,30,43,2
4916,34,30,44,0
4917,34,30,45,3
4918,34,30,46,4
4919,34,30,47,5
4920,34,30,48,6
4921,34,30,49,7
4922,34,30,50,8
4923,34,30,51,9
4924,34,30,52,subitement
4925,34,30,53,gaîment
4926,34,30,54,joyeusement
4927,34,30,55,jovialement
4928,34,30,56,allègrement
4929,34,30,57,incessamment
4930,4,27,217,toutefois
4931,34,30,58,mollement
4932,34,30,59,doucement
4933,34,30,60,délicatement
4934,34,30,61,délicieusement
4935,34,30,62,paisiblement
4936,34,30,63,furtivement
4937,34,30,64,en grande partie
4938,34,30,65,plus tard
4939,34,30,66,le lendemain
4940,34,30,67,[32|a_autre@m_jour 1]
4941,34,30,68,nullement
4942,34,30,69,pas
4943,34,30,70,pas du tout
4944,4,27,218,c'est-à-dire
4945,34,30,71,autrefois
4946,4,27,219,là-bas
4947,4,27,220,çà
4948,34,30,72,soudain
4949,34,30,73,.
4950,34,30,74, ?
4951,34,30,75,instantanément
4952,34,30,76,sur le champ
4953,34,30,77,tout de suite
4954,34,30,78,à la minute même
4955,148,68,1,thl
4956,34,30,79,ailleurs
4957,34,30,80,auparavant
4959,34,30,81,mais
4960,34,30,82,quand
4961,34,30,83,lorsque
4965,4,27,400,testouille
